x_1,x_2,y
1.4761236706532215,9.191157794985612,1
3.8716628292816746,10.592796653610163,1
3.3934831627178905,10.804920697344047,1
6.874330757670382,2.1738118244163065,0
5.478789165028337,5.467825936079965,0
7.37452170797138,3.5811360297881563,0
0.5942654753315273,8.892588354498605,1
5.982511510522583,2.6277035521374392,0
4.97665207534645,4.038423013359396,0
6.57552120143541,2.1129230775241568,0
6.096348676659108,2.8100982652885236,0
2.1108705119082876,9.802429533198453,1
0.8308533535184166,8.685991383947867,1
6.489920231282651,4.183075156997972,0
6.927794610064887,3.4305182489565795,0
5.662418739474693,5.129808109305337,0
1.5910534719425313,9.899933158229809,1
5.732397048145773,2.7424293746785793,0
5.884110354123487,4.097135876637586,0
0.8582837801399952,11.343005225594478,1
7.171616494949254,3.033534635859203,0
0.7962774364602658,10.602687375509067,1
1.3094699826680924,8.429271599520288,1
8.390202729952925,4.1180222296581235,0
7.836761386439301,1.722339754726038,0
6.312417655446236,2.224438283499195,0
5.055019859001847,4.046899792773173,0
8.30473381266976,4.011867401141103,0
7.0325098267593,2.4939724263846488,0
5.129577811269976,2.6237312102621346,0
2.8102324898393745,8.175527480864343,1
1.4715910885287802,8.559427063180662,1
0.4978738668402316,12.034243275205966,1
2.440762186266395,9.027848289844115,1
7.165273852929212,3.6950906573057836,0
2.9435111776225598,9.026621517953691,1
2.3612917502450204,8.09118742565726,1
6.5420858924966065,2.529232743294263,0
6.581275867018521,2.6936142604516973,0
5.848192125398853,3.7875699846105433,0
2.139576508734759,9.589410744584468,1
1.2434480111844084,9.170768056090518,1
7.181991393622729,5.050724880133966,0
2.4105629810072284,10.498812081186024,1
3.0622814897695343,9.682191824330843,1
7.925581426758991,3.170642901054564,0
9.371559058413462,3.4087384690483877,0
5.051700042912963,4.506262278975485,0
8.360474044561668,3.053821110735504,0
3.289710233770016,9.809560419089783,1
6.640859611192524,3.6926712423906465,0
2.2438384568110856,8.982071312601303,1
3.0756867207429046,11.379002119740843,1
7.135872194864166,3.159705935039697,0
2.619887674665424,9.907887575460817,1
-0.8628872659763873,8.400858998795576,1
0.2834170515658705,8.922318327765609,1
6.919513312289311,3.597283207788229,0
1.49046392547966,8.994267111541156,1
6.8855320110621365,1.9764380612354426,0
6.753066687694125,4.365915023069314,0
-0.1339987487367824,10.522211231987106,1
3.167130699778379,10.366490705798004,1
6.442611759285603,4.0605561428943435,0
6.9918248719480465,1.4650958174934035,0
1.5360649530828665,9.106824648946125,1
3.4226249204396004,8.61170307696202,1
5.071719283544884,1.7586191967200357,0
5.77125849843306,4.311149494720529,0
6.248582524552713,4.449345287122566,0
6.198431942638238,4.434581188530196,0
2.9067659794690823,10.06332175642664,1
6.356435824226515,3.317656933351372,0
2.974033348897243,9.567026083149859,1
6.117603789147514,4.759372707113935,0
6.403945464927616,3.367472458744103,0
1.5403448136761473,11.52042719673726,1
1.7766954277160196,10.580252349495199,1
2.2434896390925654,10.46345466758737,1
1.4050829431783067,9.5523586063812,1
5.640948938559646,3.342786861102629,0
7.64866676514651,3.089023213344122,0
2.147479351194242,11.332817031000937,1
6.020027108466207,4.837658313888301,0
5.847859145365989,3.350366088594687,0
1.8284505110498046,11.0137233563666,1
1.6371841302165537,10.511364866114535,1
0.8829539813497347,9.238895334895915,1
2.9745210005419755,10.246353232944355,1
3.844143160357296,10.861821982623583,1
-1.2057978771782074,9.551015213764956,1
0.5311256130773281,11.196446060794,1
0.9707532829349108,9.500036993226189,1
1.2854977487197443,10.20424844291992,1
2.1881858448997527,9.014376265923206,1
7.924500766612463,4.249502099469014,0
5.8340219840269985,4.843497184138607,0
4.500519065625207,2.4994685239815864,0
6.9167781982303165,3.661573706012015,0
6.279123812469555,3.304500518485147,0
0.54873110053835,9.850159964964476,1
8.215894129587468,3.2577767123443557,0
2.0751548225112084,8.70968925074653,1
3.6763292512298094,8.971579466115507,1
5.86581399342243,3.2422149198188968,0
2.123944716450918,9.991427896635386,1
6.44828368531249,3.458127460293307,0
3.2726829273319344,6.598450881488967,1
7.241250927703037,4.468121802731541,0
6.105135904480035,4.267787165847507,0
2.975769279008351,10.722157031866606,1
6.4693590646977945,4.149383063302429,0
3.867877930924627,8.602624221555564,1
7.178582752955523,4.303362521735056,0
6.544500147046364,3.128971632260951,0
7.61157751438116,3.058270930648716,0
6.8388335875079695,2.3753689358916747,0
5.229604063602104,3.3537682495288594,0
6.601386267203575,4.297599995310789,0
1.5097800460798132,9.969853843180855,1
1.2242969469720288,7.680634375915591,1
1.6336999568952715,8.70979410432568,1
5.411643273272298,3.3865760182751297,0
1.34369741488876,8.536211697231385,1
0.7631896733025747,11.344652262774433,1
2.5430938647951167,9.018614992620018,1
4.636076573971265,3.6286703849015547,0
5.981828258467241,2.369382231412213,0
7.016139510261412,3.826222713625197,0
3.403333959310195,9.620918030748701,1
7.373701260616978,4.026760317230895,0
4.414048987964536,8.308265868509626,1
3.200561811717857,9.772939035721588,1
2.392704788268684,8.124685947507185,1
2.3008808783787473,8.60244549429162,1
5.460261581729247,5.3027639902539665,0
2.4641360839624977,9.845994847058016,1
7.3488842878299,3.8321234349626656,0
1.1596793060082151,10.629156436985165,1
0.8278251256640878,11.435791165495932,1
2.5469925150122377,7.82389566315061,1
2.1637009988724074,9.662136226859335,1
6.758913929447701,5.051752330416536,0
8.177338480550521,2.6724544498864407,0
3.734841930377746,10.50663302576296,1
7.923983062644916,3.506551532800074,0
0.5629116504015483,8.790758286626104,1
7.765681728156123,4.72969267619738,0
6.2950865693729945,4.669430738572301,0
5.632849742153351,3.6022450991823183,0
6.510309582665616,2.821890995203284,0
6.1335210535121565,2.5039264577529465,0
0.08081021190017945,9.24244997681276,1
1.2219880688221088,11.580286339953716,1
3.0977945807080083,9.706157157688963,1
2.64288637784773,9.24221766609477,1
1.2695851323957548,10.913553016116017,1
3.3216647795820773,9.873328495985971,1
6.014318960421527,4.439366351955801,0
1.6130101095924645,8.736324140150407,1
5.996133353079747,4.5840108322735285,0
1.8165574506490498,11.739879102198342,1
6.200517438453521,5.136520230433996,0
6.3339092736183895,4.523724937099612,0
3.1168324163773593,8.420420990368925,1
6.38631229792286,2.783205329262358,0
7.251024426231222,3.7540195243126777,0
2.800035364692922,7.883071339496913,1
3.0592512710540296,9.483111800289103,1
3.9347645308096735,4.276888947713119,0
2.4644534779105425,9.651897379167623,1
5.570627358553806,5.045785121497458,0
2.326655682706291,7.392184858429257,1
3.5681220489879064,9.586152760112322,1
6.0433498315712795,2.3064648682279203,0
2.755539838675834,10.448507266793525,1
6.21398506896207,4.273672754695828,0
3.0179037546350873,9.820355073968091,1
3.997057440428443,8.760349042533324,1
3.145214256473529,8.817684501420066,1
5.790256115906517,3.0830365559025457,0
1.928263395528878,10.009905628176067,1
6.515886999358229,4.6736961383253455,0
1.4788672857988345,9.80965397126473,1
3.0369449819512915,10.740022350275197,1
4.773484733145954,4.968988685379737,0
5.749781738987472,3.079945218959768,0
6.263562443725764,3.2172783178491557,0
3.7126646244350825,7.869331656235202,1
1.3083809729133766,10.523802858071027,1
1.7076413478977248,9.968511763471316,1
7.9971240552017635,3.872164057925944,0
6.60723778791694,3.8805648809635795,0
6.249380920218232,3.3136866245328505,0
5.091748645741489,4.468417183642871,0
-0.2760519698117392,7.799345931311103,1
1.640630929975462,7.400013665685124,1
4.0549383093511615,11.02074465556741,1
6.717682903209983,2.942769534919193,0
1.3623787497085018,9.461861578275862,1
6.9464937485641975,3.2741914659781512,0
6.442323668764097,3.7922949443324327,0
1.051072677677305,9.740526956503428,1
5.89982561912495,1.7713108615254938,0
7.2572245469831875,2.142238749786661,0
5.591571186341889,5.12549151725958,0
8.579476702802737,3.6700035270986655,0
3.58505420628435,9.84916931792384,1
6.3110607867401045,3.6681174568556716,0
5.895098555361179,3.624748317421831,0
1.9976286071703475,8.478658896845447,1
2.6183958353634966,9.776011882555018,1
1.89449736553768,10.108637840628576,1
2.1449553119457376,9.894937525763714,1
7.475651936083822,5.017607225364948,0
4.379744029253773,3.159661558530099,0
7.442714048987282,2.9158038814710516,0
6.4278995533328525,4.002407602823912,0
7.471564246458651,4.058945585715541,0
1.5056271474958014,9.584902954122212,1
2.6569167987001747,9.562350935713106,1
4.75002270797677,8.2952672737572,1
7.5863458614981,3.4525117555686418,0
6.273601223726887,1.643106663285447,0
6.9496946778695285,4.4456548329509005,0
0.7048059760204353,9.245441993680057,1
6.48001629337455,3.608413795375995,0
0.5738536361962618,9.225915714542825,1
1.6305268998364169,11.235566903291328,1
1.4176776438164844,9.549735180609336,1
6.049036894824062,2.653841366613452,0
6.164332714658851,4.255617201016647,0
5.961752830924817,5.025770998902377,0
1.6150483015669106,8.368849693061907,1
1.7932285889380013,8.814942775338032,1
0.7666214148320989,9.02541010806633,1
3.4535522616975873,9.846516837584705,1
7.488583971520338,3.9648624880542007,0
6.720895871663969,3.9761010834383863,0
5.642756298013792,2.391911057413683,0
1.770304057143791,8.923120806295247,1
