x,y
10.100000000000001,-615.4684191970539
10.200000000000001,3842.0898181136636
10.3,-597.5534804005342
10.4,1356.7390691042901
10.5,8158.378193400621
10.600000000000001,3226.047168008402
10.700000000000001,-859.6652138964753
10.8,2909.7176562524537
10.9,3910.3499853474505
11.0,3317.2589494306458
11.100000000000001,-1021.3935601822061
11.200000000000001,4488.868051627338
11.3,682.8705721895552
11.4,369.57766841780176
11.5,-857.9874987655535
11.600000000000001,3533.844968086239
11.700000000000001,1555.8317295965924
11.8,90.51361147220086
11.9,1645.705884327699
12.0,4069.2840898660374
12.100000000000001,813.4408830368759
12.200000000000001,-2041.8045758019716
12.3,1204.9703158519646
12.4,-175.37161808099654
12.5,3481.9778658608016
12.600000000000001,5815.979442071108
12.700000000000001,-408.90412836105406
12.8,2862.617045661318
12.9,141.34200484512849
13.0,3749.78352481572
13.100000000000001,983.2596237483374
13.200000000000001,4094.0755588601724
13.3,1038.8861220785875
13.4,5097.650465303518
13.5,-427.1246121492277
13.600000000000001,583.8383087129314
13.700000000000001,3531.14216918634
13.8,4616.292205600794
13.9,5391.477595743265
14.0,226.84797980890062
14.100000000000001,4139.137222039711
14.200000000000001,4637.456068288951
14.3,1298.6246360537218
14.4,5406.804229189953
14.5,6446.613042380904
14.600000000000001,2997.514491150194
14.700000000000001,-1571.000176629339
14.8,3603.461780881114
14.9,-2362.825156423911
15.0,-1342.8732587196891
15.100000000000001,4071.3414059510164
15.200000000000001,4273.596356455416
15.3,7244.855879598637
15.4,6802.469174146259
15.5,4260.111773030249
15.600000000000001,5647.032255430702
15.700000000000001,1820.0280247810424
15.8,3746.6121610170385
15.9,4044.588926949508
16.0,4694.025537010746
16.1,452.04914300852306
16.2,4622.54165079299
16.3,1251.9549014875988
16.400000000000002,5799.79937383651
16.5,5835.199592865792
16.6,5422.2235495349705
16.7,5318.471737651311
16.8,5517.4556271504125
16.900000000000002,3873.7485937142646
17.0,7593.167488389019
17.1,3739.4839385560513
17.2,4464.210887212979
17.3,6059.721981050637
17.400000000000002,3573.823469772396
17.5,2808.6957895385567
17.6,4867.767778170555
17.7,7423.677105206961
17.8,7363.877937909319
17.900000000000002,7653.205723088951
18.0,5022.126555365312
18.1,6899.352974566396
18.2,12334.944596064284
18.3,3864.480651325391
18.400000000000002,2567.9320496376868
18.5,6526.026283767633
18.6,8558.731492360756
18.7,7354.540837479352
18.8,7663.9039863097505
18.900000000000002,4550.19010981614
19.0,8565.475078061369
19.1,10449.74111339376
19.200000000000003,7831.3138519301165
19.3,5741.319826128358
19.400000000000002,6884.347073350348
19.5,7906.966623002831
19.6,5620.59753978853
19.700000000000003,8376.700194607238
19.8,9672.067540651395
19.900000000000002,8920.14003948514
20.0,5099.898121191798
20.1,7165.232584819516
20.200000000000003,7496.1612272193515
20.3,11058.853428990253
20.400000000000002,11126.705814328156
20.5,10323.9012468392
20.6,11407.302756940277
20.700000000000003,11414.284498319714
20.8,9730.47716460726
20.900000000000002,7664.5224127821275
21.0,10093.796920172295
21.1,13877.655212127771
21.200000000000003,13782.036366353916
21.3,8958.190515638906
21.400000000000002,9883.297909505125
21.5,12921.766246742287
21.6,12501.76483602211
21.700000000000003,8185.554942722638
21.8,10315.875724223928
21.900000000000002,11675.164300258224
22.0,11531.70257360676
22.1,14725.902165362182
22.200000000000003,12596.057045929541
22.3,9987.929045084093
22.400000000000002,17398.414160444107
22.5,11214.037998479076
22.6,9683.22662555088
22.700000000000003,9619.89267989204
22.8,13599.010982111413
22.900000000000002,9574.721105523546
23.0,15082.92852799193
23.1,11927.535758393356
23.200000000000003,11925.187679559227
23.3,10486.345410474094
23.400000000000002,14067.659058814936
23.5,13749.750964231836
23.6,13583.408087913836
23.700000000000003,12723.994009453389
23.8,16365.045048915672
23.900000000000002,19580.3433089741
